onset_time,offset_time,IPT,note,
0.429569161,0.545668934,huazhi,83,
0.545668934,0.638548753,huazhi,81,
0.638548753,0.719818594,huazhi,79,
0.719818594,0.801088435,huazhi,76,
0.801088435,0.859138322,huazhi,74,
0.859138322,1.845986395,boxian,62,
1.845986395,2.856054422,boxian,74,
2.856054422,3.877732426,chanyin,72,
3.877732426,4.609160998,boxian,76,
4.609160998,4.678820862,huazhi,86,
4.678820862,4.748480726,huazhi,83,
4.748480726,4.829750567,huazhi,81,
4.829750567,4.876190476,huazhi,79,
4.876190476,4.911020408,huazhi,76,
4.911020408,5.921088435,boxian,62,
5.921088435,6.989206349,shanghua,74,
6.989206349,8.045714286,shanghua,74,
8.045714286,9.044172336,boxian,69,
9.044172336,9.58984127,chanyin,72,
9.58984127,9.682721088,huazhi,83,
9.682721088,9.787210884,huazhi,81,
9.787210884,9.868480726,huazhi,79,
9.868480726,9.914920635,huazhi,76,
9.914920635,9.949750567,huazhi,74,
9.949750567,10.42575964,boxian,62,
10.42575964,10.92498866,dianyin,74,
10.92498866,11.37777778,boxian,69,
11.37777778,11.92344671,dianyin,76,
11.92344671,12.39945578,boxian,74,
12.39945578,12.97995465,boxian,69,
12.97995465,14.05968254,chanyin,72,
14.05968254,15.17424036,chanyin,72,
15.17424036,16.52535147,chanyin,72,
16.52535147,16.63274376,huazhi,83,
16.63274376,16.75319728,huazhi,81,
16.75319728,16.8460771,huazhi,79,
16.8460771,16.90412698,huazhi,76,
16.90412698,16.97378685,huazhi,74,
16.97378685,17.04344671,huazhi,71,
17.04344671,17.1014966,huazhi,69,
17.1014966,17.15954649,huazhi,67,
17.15954649,17.2059864,huazhi,64,
17.2059864,17.26403628,huazhi,62,
17.26403628,18.21605442,boxian,50,
18.21605442,19.16807256,boxian,62,
19.16807256,20.1200907,chanyin,66,
20.1200907,21.15337869,xiahua,64,
21.15337869,22.08217687,boxian,50,
22.08217687,23.0922449,chanyin,62,
23.0922449,24.04426304,chanyin,60,
24.04426304,25.00789116,chanyin,59,
25.00789116,25.89024943,shanghua,57,
25.89024943,26.37786848,chanyin,57,
26.37786848,26.92353742,boxian,55,
26.92353742,27.88716553,chanyin,54,
27.88716553,28.38639456,boxian,55,
28.38639456,28.92045352,boxian,59,
28.92045352,30.92897959,boxian,57,
30.92897959,32.34539683,boxian,57,
32.34539683,32.43827664,huazhi,81,
32.43827664,32.53115646,huazhi,79,
32.53115646,32.6124263,huazhi,76,
32.6124263,32.68208617,huazhi,74,
32.68208617,32.76335601,huazhi,71,
32.76335601,33.66893424,boxian,62,
33.66893424,34.62095238,boxian,74,
34.62095238,35.53814059,chanyin,72,
35.53814059,36.50176871,shanghua,76,
36.50176871,37.45378685,boxian,62,
37.45378685,38.35936508,shanghua,74,
38.35936508,38.8121542,boxian,74,
38.8121542,39.24172336,chanyin,76,
39.24172336,39.68290249,boxian,69,
39.68290249,40.17052154,boxian,74,
40.17052154,41.43600907,chanyin,72,
41.43600907,41.84235828,chanyin,72,
41.84235828,42.25015873,chanyin,69,
42.25015873,42.3415873,huazhi,83,
42.3415873,42.4460771,huazhi,81,
42.4460771,42.55056689,huazhi,79,
42.55056689,42.67827664,huazhi,76,
42.67827664,43.08462585,boxian,62,
43.08462585,43.49097506,boxian,74,
43.49097506,43.94376417,chanyin,72,
43.94376417,44.05986395,huazhi,81,
44.05986395,44.17596372,huazhi,79,
44.17596372,44.29206349,huazhi,76,
44.29206349,44.71002268,boxian,62,
44.71002268,45.12798186,boxian,74,
45.12798186,46.03356009,xiahua,71,
46.03356009,46.86947846,chanyin,69,
46.86947846,47.7170068,boxian,55,
47.7170068,48.61097506,boxian,67,
48.61097506,49.57460318,chanyin,66,
49.57460318,50.50340136,boxian,67,
50.50340136,51.39736962,boxian,62,
51.39736962,52.33777778,boxian,74,
52.33777778,53.27818594,chanyin,72,
53.27818594,54.24181406,shanghua,71,
54.24181406,55.12417234,boxian,57,
54.24181406,55.12417234,shanghua,69,
55.12417234,55.5537415,boxian,69,
55.5537415,56.02975057,boxian,67,
56.02975057,56.90049887,chanyin,66,
56.90049887,57.34167801,boxian,67,
57.34167801,57.77124717,chanyin,71,
57.77124717,58.65360544,boxian,57,
58.65360544,59.51274376,shanghua,69,
59.51274376,60.34866213,xiahua,69,
60.34866213,61.30068027,boxian,67,
61.30068027,63.10022676,boxian,69,
61.30068027,63.10022676,boxian,57,
63.10022676,64.94621315,shanghua,69,
