onset_time,offset_time,IPT,note,
0.185759637,1.242267574,boxian,54,
0.185759637,1.242267574,chanyin,66,
1.242267574,1.764716553,boxian,66,
1.764716553,2.29877551,boxian,69,
2.29877551,3.378503401,boxian,71,
3.378503401,4.481451247,chanyin,71,
4.481451247,5.526349206,boxian,52,
4.481451247,5.526349206,chanyin,64,
5.526349206,6.025578231,boxian,66,
6.025578231,6.536417234,chanyin,64,
6.536417234,7.500045351,boxian,62,
7.500045351,8.510113379,boxian,59,
8.510113379,9.508571429,boxian,62,
8.510113379,9.508571429,shanghua,74,
9.508571429,10.03102041,chanyin,74,
10.03102041,10.51863946,boxian,71,
10.51863946,11.01786848,boxian,69,
11.01786848,11.50548753,boxian,71,
11.50548753,12.02793651,chanyin,76,
12.02793651,12.57360544,boxian,74,
12.57360544,13.56045352,boxian,59,
12.57360544,13.56045352,chanyin,71,
13.56045352,14.04807256,boxian,71,
14.04807256,14.5937415,chanyin,74,
14.5937415,15.60380952,boxian,71,
15.60380952,16.61387755,boxian,69,
16.61387755,17.54267574,boxian,54,
16.61387755,17.54267574,chanyin,66,
17.54267574,18.00707483,boxian,66,
18.00707483,18.52952381,chanyin,69,
18.52952381,19.458322,boxian,71,
19.458322,20.45678005,chanyin,74,
20.45678005,21.36235828,boxian,57,
20.45678005,21.36235828,chanyin,69,
21.36235828,21.82675737,boxian,71,
21.82675737,22.3259864,boxian,69,
22.3259864,23.27800454,boxian,66,
23.27800454,24.19519274,chanyin,64,
24.19519274,25.089161,boxian,62,
25.089161,25.9599093,chanyin,59,
25.9599093,26.3662585,boxian,71,
26.3662585,26.84226757,boxian,74,
26.84226757,27.73623583,chanyin,69,
27.73623583,29.02494331,boxian,54,
27.73623583,29.02494331,chanyin,66,
29.02494331,29.51256236,boxian,69,
29.51256236,30.39492064,chanyin,66,
30.39492064,31.21922903,boxian,54,
31.21922903,32.06675737,boxian,54,
31.21922903,32.06675737,chanyin,66,
32.06675737,32.48471655,boxian,66,
32.48471655,32.93750567,boxian,69,
32.93750567,33.76181406,boxian,71,
33.76181406,34.69061225,chanyin,74,
34.69061225,36.39727891,chanyin,71,
36.39727891,37.55827664,boxian,59,
37.55827664,37.65115646,huazhi,78,
37.65115646,37.75564626,huazhi,76,
37.75564626,37.84852608,huazhi,74,
37.84852608,37.92979592,huazhi,71,
37.92979592,38.01106576,huazhi,69,
38.01106576,38.12716553,huazhi,66,
38.12716553,38.98630386,chanyin,64,
38.98630386,39.76417234,boxian,52,
39.76417234,40.14730159,boxian,62,
40.14730159,40.53043084,boxian,64,
40.53043084,40.92517007,boxian,66,
40.92517007,41.38956916,chanyin,69,
41.38956916,42.55056689,boxian,52,
41.38956916,42.55056689,chanyin,64,
42.55056689,43.01496599,boxian,66,
43.01496599,43.80444444,chanyin,64,
43.80444444,44.5939229,boxian,52,
44.5939229,45.36018141,boxian,50,
44.5939229,45.36018141,chanyin,62,
45.36018141,45.74331066,boxian,62,
45.74331066,46.14965986,boxian,64,
46.14965986,46.91591837,boxian,66,
46.91591837,47.68217687,shanghua,71,
47.68217687,48.46004535,boxian,69,
48.46004535,49.21469388,boxian,66,
49.21469388,50.00417234,chanyin,64,
50.00417234,50.75882086,boxian,52,
50.75882086,51.47863946,boxian,62,
50.75882086,51.47863946,boxian,50,
51.47863946,51.85015873,boxian,64,
51.85015873,52.24489796,boxian,66,
52.24489796,53.0459864,chanyin,69,
53.0459864,53.8122449,boxian,62,
53.8122449,55.32154195,chanyin,59,
55.32154195,56.85405896,boxian,47,
56.85405896,57.1907483,boxian,66,
57.1907483,57.50421769,boxian,78,
57.50421769,57.79446712,boxian,78,
57.79446712,58.17759637,boxian,78,
58.17759637,58.87419501,boxian,78,
58.87419501,59.64045352,chanyin,83,
59.64045352,59.84943311,boxian,64,
59.84943311,61.70702948,boxian,76,
61.70702948,62.35718821,chanyin,81,
62.35718821,62.72870748,boxian,62,
62.72870748,63.03056689,boxian,74,
63.03056689,63.34403628,boxian,74,
63.34403628,63.72716553,boxian,74,
63.72716553,64.42376417,boxian,74,
64.42376417,65.14358277,chanyin,78,
65.14358277,65.45705215,boxian,59,
65.45705215,67.12888889,chanyin,71,
67.12888889,67.82548753,chanyin,69,
67.82548753,68.52208617,boxian,66,
67.82548753,68.52208617,boxian,54,
68.52208617,69.19546485,boxian,69,
68.52208617,69.19546485,boxian,57,
69.19546485,69.84562358,boxian,71,
69.19546485,69.84562358,boxian,59,
69.84562358,70.54222222,boxian,62,
69.84562358,70.54222222,chanyin,74,
70.54222222,71.23882086,boxian,69,
70.54222222,71.23882086,boxian,57,
71.23882086,71.90058957,boxian,71,
71.23882086,71.90058957,boxian,59,
71.90058957,72.57396825,boxian,62,
71.90058957,72.57396825,boxian,74,
72.57396825,73.27056689,boxian,64,
72.57396825,73.27056689,boxian,76,
73.27056689,73.97877551,boxian,66,
73.27056689,73.97877551,chanyin,78,
73.97877551,74.2922449,boxian,78,
74.2922449,74.68698413,chanyin,78,
74.68698413,75.37197279,boxian,83,
75.37197279,76.09179138,chanyin,81,
76.09179138,76.32399093,boxian,66,
76.32399093,78.10031746,boxian,78,
78.10031746,78.44861678,boxian,86,
78.44861678,78.78530612,boxian,83,
78.78530612,79.49351474,boxian,69,
79.49351474,80.14367347,boxian,81,
80.14367347,80.80544218,chanyin,81,
80.80544218,81.51365079,boxian,78,
81.51365079,81.7690703,boxian,71,
81.7690703,82.59337869,boxian,83,
83.60344671,84.31165533,boxian,86,
84.31165533,84.98503401,boxian,59,
84.98503401,85.61197279,chanyin,71,
85.61197279,86.28535147,boxian,78,
86.28535147,86.97034014,chanyin,81,
86.97034014,87.36507937,boxian,64,
87.36507937,88.96725624,boxian,76,
88.96725624,89.67546485,chanyin,78,
89.67546485,90.36045352,boxian,71,
89.67546485,90.36045352,boxian,59,
90.36045352,90.98739229,boxian,62,
90.36045352,90.98739229,boxian,74,
90.98739229,91.61433107,boxian,64,
90.98739229,91.61433107,boxian,76,
91.61433107,92.28770975,boxian,66,
91.61433107,92.28770975,chanyin,78,
92.28770975,92.91464853,boxian,62,
92.28770975,92.91464853,boxian,74,
92.91464853,93.56480726,boxian,64,
92.91464853,93.56480726,boxian,76,
93.56480726,94.22657596,boxian,66,
93.56480726,94.22657596,boxian,78,
94.22657596,94.91156463,boxian,69,
94.22657596,94.91156463,boxian,81,
94.91156463,96.18866213,boxian,71,
94.91156463,96.18866213,boxian,83,
96.18866213,96.50213152,boxian,78,
96.50213152,96.79238095,boxian,81,
96.79238095,97.11746032,boxian,78,
97.11746032,97.48897959,boxian,81,
97.48897959,98.11591837,boxian,71,
97.48897959,98.11591837,chanyin,83,
98.11591837,98.80090703,boxian,78,
98.80090703,100.4379138,boxian,71,
98.80090703,100.4379138,boxian,83,
