onset_time,offset_time,IPT,note,
0.766258503,1.520907029,boxian,71,
1.520907029,2.310385488,shanghua,74,
2.310385488,3.053424036,shanghua,71,
3.053424036,3.424943311,chanyin,71,
3.424943311,3.842902494,boxian,69,
3.842902494,5.305759637,chanyin,66,
5.305759637,6.002358277,boxian,57,
6.002358277,6.733786848,chanyin,69,
6.733786848,7.46521542,boxian,64,
7.46521542,7.813514739,boxian,71,
7.813514739,8.219863946,boxian,69,
8.219863946,8.974512472,xiahua,68,
8.974512472,9.752380952,chanyin,64,
9.752380952,10.62312925,boxian,50,
10.62312925,12.41106576,boxian,62,
12.41106576,12.52716553,huazhi,74,
12.52716553,12.62004535,huazhi,71,
12.62004535,12.70131519,huazhi,69,
12.70131519,12.78258503,huazhi,66,
12.78258503,12.8522449,huazhi,64,
12.8522449,12.95673469,huazhi,62,
12.95673469,13.74621315,boxian,50,
13.74621315,15.31356009,chanyin,62,
15.31356009,15.40643991,huazhi,71,
15.40643991,15.49931973,huazhi,69,
15.49931973,15.59219955,huazhi,66,
15.59219955,15.67346939,huazhi,64,
15.67346939,15.77795918,huazhi,62,
15.77795918,15.84761905,huazhi,59,
15.84761905,15.98693878,huazhi,57,
15.98693878,16.81124717,boxian,45,
16.81124717,18.62240363,boxian,57,
18.62240363,18.69206349,huazhi,64,
18.69206349,18.79655329,huazhi,62,
18.79655329,18.86621315,huazhi,59,
18.86621315,18.9939229,huazhi,57,
18.9939229,19.74857143,boxian,45,
19.74857143,21.13015873,boxian,57,
21.13015873,21.39718821,boxian,59,
21.39718821,21.81514739,chanyin,59,
21.81514739,22.53496599,boxian,50,
22.53496599,23.98621315,shanghua,62,
23.98621315,24.7292517,boxian,59,
24.7292517,25.47229025,boxian,57,
25.47229025,26.2153288,boxian,54,
26.2153288,26.99319728,boxian,57,
26.99319728,27.78267574,chanyin,59,
27.78267574,28.56054422,boxian,50,
28.56054422,30.01179138,boxian,62,
30.01179138,30.12789116,huazhi,76,
30.12789116,30.24399093,huazhi,74,
30.24399093,30.32526077,huazhi,71,
30.32526077,30.39492064,huazhi,69,
30.39492064,30.48780045,huazhi,66,
30.48780045,30.58068027,huazhi,64,
30.58068027,31.34693878,boxian,52,
31.34693878,32.91428571,boxian,64,
32.91428571,33.03038549,huazhi,76,
33.03038549,33.14648526,huazhi,74,
33.14648526,33.2277551,huazhi,71,
33.2277551,33.30902494,huazhi,69,
33.30902494,33.40190476,huazhi,66,
33.40190476,33.50639456,huazhi,64,
33.50639456,34.27265306,boxian,52,
34.27265306,36.24634921,boxian,64,
36.24634921,36.95455782,boxian,66,
36.95455782,37.75564626,shanghua,69,
37.75564626,38.53351474,boxian,64,
38.53351474,38.95147392,boxian,71,
38.95147392,39.36943311,boxian,69,
39.36943311,40.13569161,boxian,54,
40.13569161,41.78430839,shanghua,66,
41.78430839,42.53895692,chanyin,69,
42.53895692,43.3168254,boxian,59,
43.3168254,43.66512472,boxian,62,
43.66512472,44.07147392,boxian,62,
44.07147392,44.81451247,boxian,64,
44.81451247,45.62721088,xiahua,66,
45.62721088,46.42829932,shanghua,64,
46.42829932,46.83464853,chanyin,64,
46.83464853,47.25260771,boxian,62,
47.25260771,47.98403628,xiahua,59,
47.98403628,48.32072562,boxian,62,
48.32072562,48.70385488,boxian,62,
48.70385488,50.31764172,boxian,52,
50.31764172,51.89659864,chanyin,64,
51.89659864,52.6860771,boxian,66,
52.6860771,53.49877551,shanghua,69,
53.49877551,54.25342404,boxian,64,
54.25342404,54.64816327,boxian,71,
54.64816327,55.04290249,boxian,69,
55.04290249,55.87882086,boxian,54,
55.87882086,57.65514739,chanyin,66,
57.65514739,58.43301587,boxian,54,
58.43301587,59.57079365,boxian,71,
58.43301587,59.57079365,boxian,59,
59.57079365,59.9539229,dianyin,71,
59.9539229,60.72018141,chanyin,71,
60.72018141,61.52126984,shanghua,74,
61.52126984,62.29913832,boxian,69,
61.52126984,62.29913832,boxian,57,
62.29913832,63.06539683,chanyin,71,
63.06539683,63.84326531,boxian,69,
63.84326531,64.65596372,chanyin,67,
64.65596372,67.4307483,boxian,66,
64.65596372,67.4307483,boxian,54,
67.4307483,68.9168254,boxian,54,
67.4307483,68.9168254,shanghua,66,
68.9168254,69.67147392,boxian,64,
69.67147392,70.42612245,boxian,52,
70.42612245,71.14594104,chanyin,66,
71.14594104,71.50585034,boxian,71,
71.50585034,71.90058957,boxian,69,
71.90058957,72.69006803,xiahua,67,
72.69006803,73.47954649,chanyin,64,
73.47954649,74.24580499,boxian,62,
74.24580499,75.02367347,boxian,50,
75.02367347,75.76671202,boxian,54,
75.02367347,75.76671202,shanghua,66,
75.76671202,76.11501134,xiahua,66,
76.11501134,76.52136054,boxian,64,
76.52136054,78.05387755,boxian,50,
78.05387755,79.4122449,chanyin,62,
79.4122449,80.13206349,boxian,69,
79.4122449,80.13206349,boxian,57,
80.13206349,81.60653061,shanghua,66,
81.60653061,82.31473923,chanyin,69,
82.31473923,83.05777778,boxian,64,
83.05777778,83.74276644,xiahua,66,
83.74276644,84.43936508,shanghua,64,
84.43936508,84.77605442,chanyin,64,
84.77605442,85.13596372,boxian,62,
85.13596372,86.59882086,chanyin,59,
86.59882086,88.09650794,chanyin,62,
88.09650794,89.60580499,boxian,52,
89.60580499,91.01061225,chanyin,64,
91.01061225,91.70721088,boxian,69,
91.01061225,91.70721088,boxian,57,
91.70721088,93.17006803,shanghua,66,
93.17006803,93.93632653,boxian,69,
93.93632653,94.63292517,boxian,64,
94.63292517,95.35274376,xiahua,66,
95.35274376,96.02612245,shanghua,64,
96.02612245,96.38603175,xiahua,64,
96.38603175,96.769161,boxian,62,
96.769161,97.47736962,xiahua,59,
97.47736962,98.19718821,shanghua,64,
98.19718821,98.52226757,xiahua,64,
98.52226757,98.85895692,boxian,62,
98.85895692,99.18403628,boxian,59,
99.18403628,99.54394558,boxian,62,
99.54394558,100.2869841,boxian,45,
100.2869841,101.7034014,boxian,57,
101.7034014,102.38839,chanyin,59,
102.38839,103.8164172,boxian,45,
103.8164172,105.1980045,boxian,57,
105.1980045,106.2080726,boxian,71,
105.1980045,106.2080726,boxian,47,
106.2080726,106.5679819,boxian,59,
106.5679819,107.2529705,boxian,71,
107.2529705,107.9843991,shanghua,74,
107.9843991,108.6809977,boxian,69,
107.9843991,108.6809977,boxian,57,
108.6809977,109.3775964,chanyin,71,
109.3775964,110.0509751,boxian,69,
110.0509751,110.8172336,shanghua,67,
110.8172336,113.3249887,boxian,54,
110.8172336,113.3249887,chanyin,66,
113.3249887,113.9519274,boxian,57,
113.3249887,113.9519274,chanyin,69,
113.9519274,114.0796372,huazhi,78,
114.0796372,114.2073469,huazhi,76,
114.2073469,114.3234467,huazhi,74,
114.3234467,114.4047166,huazhi,71,
114.4047166,114.4859864,huazhi,69,
114.4859864,114.6136961,huazhi,66,
114.6136961,115.3219048,chanyin,64,
115.3219048,116.0765533,boxian,52,
116.0765533,117.5394104,boxian,57,
117.5394104,118.259229,chanyin,64,
118.259229,118.9906576,boxian,52,
118.9906576,119.6872562,chanyin,66,
119.6872562,120.0239456,boxian,71,
120.0239456,120.4302948,boxian,69,
120.4302948,121.1617234,xiahua,67,
121.1617234,121.881542,chanyin,64,
121.881542,122.5897506,boxian,62,
122.5897506,123.2979592,boxian,50,
123.2979592,123.9945578,boxian,54,
123.2979592,123.9945578,shanghua,66,
123.9945578,124.3080272,xiahua,66,
124.3080272,124.6911565,boxian,64,
124.6911565,126.1424036,boxian,50,
126.1424036,127.465941,chanyin,62,
127.465941,128.1857596,boxian,57,
128.1857596,129.5092971,boxian,64,
