onset_time,offset_time,IPT,note,
1.114557823,3.250793651,boxian,52,
1.114557823,3.250793651,chanyin,64,
3.250793651,3.959002268,boxian,62,
3.959002268,5.410249433,chanyin,64,
5.410249433,6.989206349,boxian,74,
5.410249433,6.989206349,shanghua,71,
6.989206349,7.76707483,chanyin,73,
7.76707483,8.614603175,xiahua,71,
8.614603175,8.870748299,boxian,57,
8.870748299,12.60843537,yaozhi,69,
12.60843537,13.96680272,boxian,74,
12.60843537,13.96680272,shanghua,71,
13.96680272,14.90721088,xiahua,71,
14.90721088,15.26712018,shanghua,74,
15.26712018,15.92888889,chanyin,71,
15.26712018,15.92888889,xiahua,71,
15.92888889,16.62548753,boxian,69,
16.62548753,18.06512472,chanyin,67,
18.06512472,19.58603175,boxian,69,
18.06512472,19.58603175,shanghua,66,
19.58603175,19.81823129,boxian,52,
19.81823129,23.16190476,yaozhi,64,
23.16190476,24.3693424,boxian,52,
24.3693424,24.9846712,boxian,69,
24.3693424,24.9846712,boxian,57,
24.9846712,25.6,chanyin,67,
24.9846712,25.6,shanghua,67,
25.6,26.30820862,shanghua,67,
26.30820862,27.01641723,boxian,74,
27.01641723,28.30512472,chanyin,67,
28.30512472,28.92045352,xiahua,66,
28.92045352,29.57061225,chanyin,64,
29.57061225,30.49941043,boxian,62,
29.57061225,30.49941043,boxian,50,
30.49941043,30.78965986,boxian,64,
30.78965986,31.39337869,boxian,69,
31.39337869,31.98548753,boxian,69,
31.39337869,31.98548753,shanghua,66,
31.98548753,32.58920635,boxian,64,
32.58920635,33.25097506,boxian,69,
32.58920635,33.25097506,shanghua,66,
33.25097506,34.40036281,chanyin,61,
34.40036281,35.29433107,boxian,64,
34.40036281,35.29433107,boxian,52,
35.29433107,35.57297052,boxian,76,
35.29433107,35.57297052,shanghua,74,
35.57297052,36.08380952,boxian,76,
35.57297052,36.08380952,chanyin,76,
36.08380952,36.68752835,boxian,76,
36.08380952,36.68752835,chanyin,76,
36.68752835,37.51183674,boxian,76,
36.68752835,37.51183674,chanyin,76,
37.51183674,37.80208617,boxian,74,
37.80208617,38.41741497,chanyin,73,
38.41741497,39.07918367,xiahua,71,
39.07918367,39.48553288,boxian,57,
39.48553288,42.32997732,yaozhi,69,
42.32997732,43.38648526,boxian,57,
43.38648526,43.96698413,boxian,74,
43.38648526,43.96698413,shanghua,71,
43.96698413,44.52426304,chanyin,73,
44.52426304,45.09315193,xiahua,71,
45.09315193,45.66204082,chanyin,69,
45.66204082,46.73015873,boxian,62,
46.73015873,47.78666667,boxian,74,
46.73015873,47.78666667,chanyin,71,
46.73015873,47.78666667,shanghua,71,
47.78666667,48.80834467,boxian,64,
48.80834467,49.42367347,boxian,76,
48.80834467,49.42367347,shanghua,74,
49.42367347,49.53977324,huazhi,83,
49.53977324,49.65587302,huazhi,81,
49.65587302,49.76036281,huazhi,78,
49.76036281,49.88807256,huazhi,76,
49.88807256,50.4337415,boxian,62,
49.88807256,50.4337415,boxian,74,
50.4337415,51.03746032,chanyin,73,
51.03746032,51.61795918,xiahua,71,
51.61795918,52.18684807,boxian,69,
52.18684807,52.70929705,chanyin,67,
52.70929705,53.24335601,boxian,64,
53.24335601,53.9631746,boxian,57,
53.24335601,53.9631746,chanyin,69,
53.9631746,54.03283447,huazhi,81,
54.03283447,54.13732426,huazhi,76,
54.13732426,54.23020408,huazhi,74,
54.23020408,54.3230839,huazhi,71,
54.3230839,54.8339229,boxian,57,
54.3230839,54.8339229,boxian,69,
54.8339229,55.37959184,chanyin,67,
55.37959184,55.93687075,xiahua,66,
55.93687075,56.50575964,chanyin,64,
56.50575964,56.74956916,boxian,50,
56.74956916,60.01197279,yaozhi,62,
60.01197279,60.5692517,boxian,64,
60.5692517,61.10331066,boxian,69,
60.5692517,61.10331066,boxian,57,
61.10331066,61.64897959,chanyin,67,
61.64897959,62.19464853,boxian,69,
61.64897959,62.19464853,boxian,57,
62.19464853,62.79836735,boxian,74,
62.19464853,62.79836735,shanghua,71,
62.79836735,63.64589569,chanyin,71,
62.79836735,63.64589569,xiahua,71,
63.64589569,63.92453515,boxian,69,
63.92453515,64.47020408,chanyin,67,
64.47020408,65.05070295,xiahua,66,
65.05070295,65.59637188,boxian,64,
65.05070295,65.59637188,boxian,52,
65.59637188,66.14204082,chanyin,67,
66.14204082,66.68770975,boxian,62,
66.68770975,67.33786848,boxian,64,
67.33786848,69.26512472,chanyin,61,
69.26512472,70.32163265,boxian,64,
69.26512472,70.32163265,boxian,52,
70.32163265,71.09950113,chanyin,61,
71.09950113,71.40136054,xiahua,67,
71.40136054,71.92380952,boxian,64,
71.92380952,72.46947846,boxian,62,
72.46947846,73.07319728,chanyin,61,
73.07319728,73.71174603,chanyin,61,
73.71174603,73.90911565,boxian,57,
73.90911565,77.64752835,yaozhi,69,
