onset_time,offset_time,IPT,note,
0.081229167,0.406145833,boxian,64,
0.406145833,0.69625,boxian,62,
0.69625,1.0095625,boxian,61,
1.0095625,1.2880625,boxian,62,
1.2880625,1.891479167,boxian,52,
1.891479167,2.4716875,boxian,64,
2.4716875,3.0635,boxian,64,
3.0635,3.3768125,boxian,67,
3.3768125,3.666916667,boxian,64,
3.666916667,3.980229167,boxian,50,
3.980229167,4.258729167,boxian,62,
4.258729167,4.548833333,boxian,64,
4.548833333,4.8389375,boxian,67,
4.8389375,5.129041667,boxian,64,
5.129041667,5.442354167,boxian,62,
5.442354167,5.732458333,boxian,61,
5.732458333,6.045770833,boxian,62,
6.045770833,6.637583333,boxian,57,
6.637583333,6.950895833,boxian,69,
6.950895833,7.241,boxian,67,
7.241,7.577520833,boxian,64,
7.577520833,7.879229167,boxian,62,
7.879229167,8.1809375,boxian,61,
8.1809375,8.482645833,boxian,62,
8.482645833,8.761145833,boxian,52,
8.761145833,9.062854167,boxian,64,
9.062854167,9.352958333,boxian,67,
9.352958333,9.677875,boxian,69,
9.677875,10.22327083,boxian,64,
10.22327083,10.50177083,boxian,61,
10.50177083,10.8266875,boxian,62,
10.8266875,11.4185,boxian,62,
11.4185,11.70860417,boxian,64,
11.70860417,12.02191667,boxian,64,
12.02191667,12.323625,boxian,62,
12.323625,12.62533333,boxian,64,
12.62533333,12.90383333,boxian,57,
12.90383333,13.24035417,boxian,62,
13.24035417,13.53045833,boxian,61,
13.53045833,13.86697917,boxian,61,
13.86697917,14.49360417,boxian,61,
14.49360417,14.78370833,boxian,45,
14.78370833,15.09702083,boxian,57,
15.09702083,15.39872917,boxian,57,
15.39872917,15.68883333,boxian,62,
15.68883333,15.99054167,boxian,61,
15.99054167,16.28064583,boxian,62,
16.28064583,16.57075,boxian,59,
16.57075,16.87245833,boxian,57,
16.87245833,17.15095833,boxian,55,
17.15095833,17.45266667,boxian,57,
17.45266667,18.032875,boxian,55,
18.032875,18.32297917,boxian,55,
18.32297917,18.6246875,boxian,57,
18.6246875,18.92639583,boxian,55,
18.92639583,19.2165,boxian,52,
19.2165,19.50660417,boxian,50,
19.50660417,19.81991667,boxian,62,
19.81991667,20.09841667,boxian,62,
20.09841667,20.42333333,boxian,61,
20.42333333,20.73664583,boxian,62,
20.73664583,21.02675,boxian,64,
21.02675,21.32845833,boxian,61,
21.32845833,21.64177083,boxian,64,
21.64177083,21.92027083,boxian,62,
21.92027083,22.22197917,boxian,61,
22.22197917,22.837,boxian,62,
22.837,23.1155,boxian,62,
23.1155,23.4288125,boxian,61,
23.4288125,24.00902083,boxian,62,
24.00902083,24.63564583,boxian,45,
24.63564583,25.26227083,boxian,57,
25.26227083,25.56397917,boxian,45,
25.56397917,25.87729167,boxian,57,
25.87729167,26.19060417,boxian,61,
26.19060417,26.50391667,boxian,64,
26.50391667,26.79402083,boxian,50,
26.79402083,27.1189375,boxian,62,
27.1189375,27.40904167,boxian,64,
27.40904167,27.71075,boxian,67,
27.71075,28.03566667,boxian,64,
28.03566667,28.337375,boxian,62,
28.337375,28.615875,boxian,61,
28.615875,28.95239583,boxian,62,
28.95239583,29.53260417,boxian,45,
29.53260417,30.147625,boxian,57,
30.147625,32.32920833,boxian,69,
30.147625,32.32920833,boxian,57,
