onset_time,offset_time,IPT,note,
0.615020833,0.754270833,huazhi,86,
0.754270833,0.858708333,huazhi,83,
0.858708333,0.963145833,huazhi,81,
0.963145833,1.044375,huazhi,79,
1.044375,1.102395833,huazhi,76,
1.102395833,1.160416667,huazhi,74,
1.160416667,1.717416667,boxian,62,
1.717416667,2.2628125,boxian,74,
2.2628125,2.808208333,chanyin,72,
2.808208333,3.365208333,boxian,76,
3.365208333,3.922208333,boxian,74,
3.922208333,4.514020833,xiahua,71,
4.514020833,5.221875,boxian,69,
5.221875,5.3263125,huazhi,86,
5.3263125,5.419145833,huazhi,83,
5.419145833,5.511979167,huazhi,81,
5.511979167,5.593208333,huazhi,79,
5.593208333,5.6744375,huazhi,76,
5.6744375,5.7440625,huazhi,74,
5.7440625,6.335875,boxian,62,
6.335875,6.881270833,boxian,74,
6.881270833,7.426666667,chanyin,72,
7.426666667,7.995270833,boxian,74,
7.995270833,8.471041667,xiahua,64,
8.471041667,9.039645833,boxian,67,
9.039645833,9.561833333,boxian,69,
9.561833333,9.6430625,huazhi,86,
9.6430625,9.735895833,huazhi,83,
9.735895833,9.8519375,huazhi,81,
9.8519375,9.956375,huazhi,79,
9.956375,10.03760417,huazhi,76,
10.03760417,10.095625,huazhi,74,
10.095625,10.6178125,boxian,69,
10.6178125,11.16320833,boxian,74,
11.16320833,11.697,chanyin,72,
11.697,12.23079167,boxian,74,
12.23079167,12.7761875,xiahua,71,
12.7761875,13.3331875,boxian,69,
13.3331875,13.86697917,boxian,55,
13.86697917,14.43558333,chanyin,67,
14.43558333,14.99258333,boxian,57,
14.43558333,14.99258333,shanghua,69,
14.99258333,15.247875,boxian,69,
15.247875,15.53797917,boxian,67,
15.53797917,16.06016667,boxian,64,
16.06016667,16.59395833,boxian,67,
16.59395833,17.13935417,boxian,64,
17.13935417,17.67314583,chanyin,60,
17.67314583,18.43902083,boxian,62,
17.67314583,18.43902083,boxian,50,
18.43902083,18.53185417,huazhi,74,
18.53185417,18.60147917,huazhi,71,
18.60147917,18.64789583,huazhi,69,
18.64789583,18.70466667,huazhi,67,
18.70466667,18.75233333,huazhi,64,
18.75233333,19.30933333,chanyin,60,
19.30933333,20.28408333,boxian,62,
19.30933333,20.28408333,boxian,50,
20.28408333,20.82947917,boxian,67,
20.82947917,21.29364583,xiahua,64,
21.29364583,21.83904167,boxian,67,
21.83904167,22.41925,boxian,50,
21.83904167,22.41925,dianyin,62,
22.41925,22.488875,huazhi,83,
22.488875,22.60491667,huazhi,81,
22.60491667,22.70935417,huazhi,79,
22.70935417,22.837,huazhi,76,
22.837,23.37079167,boxian,62,
23.37079167,23.86977083,boxian,74,
23.86977083,24.39195833,chanyin,72,
24.39195833,24.86772917,boxian,74,
24.86772917,25.36670833,boxian,67,
25.36670833,26.29504167,chanyin,72,
26.29504167,26.74760417,boxian,69,
26.74760417,27.223375,chanyin,72,
27.223375,27.71075,boxian,74,
27.71075,28.26775,chanyin,72,
28.26775,28.36058333,huazhi,86,
28.36058333,28.45341667,huazhi,83,
28.45341667,28.55785417,huazhi,81,
28.55785417,28.63908333,huazhi,79,
28.63908333,29.10325,boxian,64,
29.10325,29.56741667,boxian,76,
29.56741667,30.10120833,boxian,74,
29.56741667,30.10120833,boxian,62,
30.10120833,30.15922917,huazhi,86,
30.15922917,30.22885417,huazhi,83,
30.22885417,30.3216875,huazhi,81,
30.3216875,30.41452083,huazhi,79,
30.41452083,30.54216667,huazhi,76,
30.54216667,31.02954167,boxian,74,
30.54216667,31.02954167,boxian,62,
31.02954167,31.122375,huazhi,81,
31.122375,31.18039583,huazhi,79,
31.18039583,31.25002083,huazhi,76,
31.25002083,31.3660625,huazhi,74,
31.3660625,31.49370833,huazhi,71,
31.49370833,31.93466667,boxian,69,
31.49370833,31.93466667,boxian,57,
31.93466667,32.4104375,boxian,71,
32.4104375,32.92102083,boxian,69,
32.4104375,32.92102083,boxian,57,
32.92102083,33.00225,huazhi,86,
33.00225,33.08347917,huazhi,83,
33.08347917,33.18791667,huazhi,81,
33.18791667,33.25754167,huazhi,79,
33.25754167,33.39679167,huazhi,76,
33.39679167,33.84935417,boxian,74,
33.39679167,33.84935417,boxian,62,
33.84935417,34.325125,boxian,76,
34.325125,34.80089583,boxian,74,
34.325125,34.80089583,boxian,62,
34.80089583,34.882125,huazhi,83,
34.882125,34.95175,huazhi,81,
34.95175,35.00977083,huazhi,79,
35.00977083,35.06779167,huazhi,76,
35.06779167,35.14902083,huazhi,74,
35.14902083,35.2650625,huazhi,71,
35.2650625,35.72922917,boxian,69,
35.72922917,36.63435417,boxian,74,
35.72922917,36.63435417,boxian,62,
36.63435417,37.12172917,boxian,67,
37.12172917,37.6323125,boxian,69,
37.12172917,37.6323125,boxian,57,
37.6323125,37.72514583,huazhi,86,
37.72514583,37.86439583,huazhi,83,
37.86439583,37.96883333,huazhi,81,
37.96883333,38.07327083,huazhi,79,
38.07327083,38.502625,boxian,69,
38.502625,38.94358333,boxian,81,
38.94358333,39.40775,boxian,79,
39.40775,39.88352083,boxian,81,
39.88352083,40.32447917,boxian,81,
40.32447917,41.19479167,boxian,74,
41.19479167,42.03029167,boxian,79,
42.03029167,42.47125,chanyin,72,
42.47125,42.97022917,boxian,74,
42.47125,42.97022917,boxian,62,
42.97022917,43.03985417,huazhi,86,
43.03985417,43.097875,huazhi,83,
43.097875,43.17910417,huazhi,81,
