onset_time,offset_time,IPT,note,
0.197270833,1.276458333,boxian,62,
1.276458333,1.729020833,boxian,64,
1.729020833,2.4716875,boxian,66,
2.4716875,3.330395833,boxian,69,
3.330395833,4.0730625,boxian,64,
4.0730625,4.954979167,boxian,62,
4.954979167,6.742020833,boxian,59,
6.742020833,9.4341875,boxian,57,
9.4341875,10.1304375,boxian,59,
10.1304375,10.80347917,boxian,57,
10.80347917,11.51133333,boxian,59,
11.51133333,12.27720833,boxian,62,
12.27720833,17.336625,boxian,57,
17.336625,18.5550625,boxian,66,
18.5550625,19.72708333,boxian,64,
19.72708333,20.89910417,boxian,66,
20.89910417,22.09433333,boxian,69,
22.09433333,23.26635417,boxian,62,
23.26635417,24.39195833,boxian,59,
24.39195833,25.50595833,boxian,69,
25.50595833,26.61995833,boxian,66,
26.61995833,29.75308333,boxian,64,
29.75308333,30.286875,boxian,66,
30.286875,30.8786875,boxian,64,
30.8786875,32.097125,boxian,62,
32.097125,32.6193125,boxian,62,
32.6193125,33.18791667,boxian,59,
33.18791667,34.30191667,boxian,62,
34.30191667,35.439125,boxian,64,
35.439125,36.61114583,boxian,62,
36.61114583,37.75995833,boxian,59,
37.75995833,38.89716667,boxian,57,
38.89716667,40.09239583,boxian,54,
40.09239583,44.30470833,boxian,57,
44.30470833,46.48629167,boxian,59,
46.48629167,47.5886875,boxian,62,
47.5886875,48.7026875,boxian,57,
48.7026875,50.21122917,boxian,59,
50.21122917,50.756625,boxian,62,
50.756625,51.82420833,boxian,64,
51.82420833,52.8801875,boxian,66,
52.8801875,54.00579167,boxian,64,
54.00579167,55.0385625,boxian,62,
55.0385625,56.11775,boxian,59,
56.11775,57.1969375,boxian,57,
57.1969375,61.27,boxian,59,
61.27,62.79014583,boxian,59,
62.79014583,63.31233333,boxian,62,
63.31233333,64.31029167,boxian,64,
64.31029167,65.377875,boxian,66,
65.377875,66.4570625,boxian,64,
66.4570625,67.466625,boxian,62,
67.466625,68.511,boxian,59,
68.511,69.555375,boxian,57,
69.555375,71.14514583,boxian,54,
71.14514583,71.6789375,boxian,57,
71.6789375,72.76972917,boxian,62,
72.76972917,73.89533333,boxian,59,
73.89533333,76.08852083,boxian,57,
