onset_time,offset_time,IPT,note,
0.673378685,0.801088435,boxian,59,
0.801088435,0.905578231,boxian,64,
0.905578231,1.695056689,shanghua,68,
1.695056689,2.054965986,boxian,71,
2.054965986,2.426485261,boxian,69,
2.426485261,3.111473923,boxian,57,
3.111473923,3.808072562,chanyin,69,
3.808072562,3.912562358,boxian,59,
3.912562358,4.051882086,boxian,64,
4.051882086,4.678820862,shanghua,68,
4.678820862,5.015510204,boxian,71,
5.015510204,5.363809524,boxian,69,
5.363809524,6.060408163,boxian,57,
6.060408163,6.722176871,boxian,69,
6.722176871,7.41877551,shanghua,68,
7.41877551,8.11537415,shanghua,71,
8.11537415,8.428843537,boxian,73,
8.428843537,8.76553288,boxian,74,
8.76553288,9.079002268,boxian,74,
9.079002268,9.473741497,boxian,73,
9.473741497,10.18195011,xiahua,71,
10.18195011,10.4954195,boxian,71,
10.4954195,10.87854875,boxian,69,
10.87854875,11.56353742,boxian,57,
11.56353742,12.22530612,boxian,69,
12.22530612,12.38784581,boxian,64,
12.38784581,12.53877551,boxian,69,
12.53877551,13.17732426,shanghua,73,
13.17732426,13.53723356,boxian,76,
13.53723356,13.90875283,boxian,74,
13.90875283,14.57052154,boxian,62,
14.57052154,15.12780045,boxian,74,
15.12780045,15.24390023,boxian,52,
15.24390023,15.34839002,boxian,57,
15.34839002,16.02176871,shanghua,61,
16.02176871,16.35845805,boxian,64,
16.35845805,16.72997732,boxian,62,
16.72997732,17.42657596,boxian,50,
17.42657596,18.15800454,boxian,62,
18.15800454,18.88943311,shanghua,73,
18.88943311,19.20290249,boxian,76,
19.20290249,19.52798186,boxian,78,
19.52798186,20.25941043,shanghua,78,
20.25941043,20.97922903,xiahua,78,
20.97922903,21.66421769,xiahua,76,
21.66421769,21.98929705,chanyin,76,
21.98929705,22.34920635,boxian,74,
22.34920635,23.02258503,boxian,62,
23.02258503,23.73079365,boxian,74,
23.73079365,24.41578231,xiahua,64,
24.41578231,24.7292517,chanyin,64,
24.7292517,25.07755102,boxian,62,
25.07755102,25.79736962,boxian,50,
25.79736962,26.51718821,boxian,62,
26.51718821,27.17895692,xiahua,76,
27.17895692,27.50403628,chanyin,76,
27.50403628,27.86394558,boxian,74,
27.86394558,28.52571429,boxian,62,
28.52571429,29.22231293,boxian,74,
29.22231293,29.88408163,xiahua,76,
29.88408163,30.19755102,chanyin,76,
30.19755102,30.52263039,boxian,74,
30.52263039,30.85931973,boxian,74,
30.85931973,31.20761905,chanyin,73,
31.20761905,31.86938776,xiahua,71,
31.86938776,32.53115646,xiahua,71,
32.53115646,32.86784581,chanyin,71,
32.86784581,33.2277551,boxian,69,
33.2277551,33.87791383,boxian,57,
33.87791383,34.58612245,boxian,69,
34.58612245,35.25950113,xiahua,64,
35.25950113,35.59619048,chanyin,64,
35.59619048,35.93287982,boxian,62,
35.93287982,36.26956916,boxian,62,
36.26956916,36.59464853,boxian,61,
36.59464853,36.90811791,boxian,61,
36.90811791,37.25641723,chanyin,59,
37.25641723,37.95301587,xiahua,59,
37.95301587,38.31292517,chanyin,59,
38.31292517,38.66122449,boxian,57,
38.66122449,39.35782313,boxian,45,
39.35782313,40.00798186,boxian,57,
40.00798186,40.33306122,boxian,64,
40.33306122,40.64653061,boxian,66,
40.64653061,40.98321996,boxian,66,
40.98321996,41.37795918,chanyin,67,
41.37795918,42.05133787,shanghua,68,
42.05133787,42.38802721,boxian,71,
42.38802721,42.71310658,boxian,69,
42.71310658,43.35165533,xiahua,66,
43.35165533,43.67673469,chanyin,66,
43.67673469,44.04825397,boxian,64,
44.04825397,44.71002268,boxian,52,
44.71002268,45.39501134,boxian,64,
45.39501134,46.05678005,xiahua,66,
46.05678005,46.40507937,chanyin,66,
46.40507937,46.71854875,boxian,64,
46.71854875,47.0552381,boxian,64,
47.0552381,47.38031746,boxian,62,
47.38031746,47.70539683,boxian,62,
47.70539683,48.0769161,chanyin,61,
48.0769161,48.72707483,xiahua,59,
48.72707483,49.04054422,chanyin,59,
49.04054422,49.38884354,boxian,57,
49.38884354,50.0738322,boxian,45,
50.0738322,50.75882086,boxian,57,
50.75882086,51.44380952,xiahua,59,
51.44380952,51.76888889,chanyin,59,
51.76888889,52.12879819,boxian,57,
52.12879819,52.80217687,boxian,45,
52.80217687,53.49877551,boxian,57,
53.49877551,54.19537415,xiahua,66,
54.19537415,54.53206349,chanyin,66,
54.53206349,54.84553288,boxian,64,
54.84553288,55.17061225,boxian,64,
55.17061225,55.50730159,boxian,62,
55.50730159,55.809161,boxian,62,
55.809161,56.15746032,boxian,61,
56.15746032,56.79600907,xiahua,59,
56.79600907,57.09786848,chanyin,59,
57.09786848,57.4461678,boxian,57,
57.4461678,58.13115646,boxian,45,
58.13115646,58.85097506,chanyin,57,
58.85097506,59.58240363,boxian,45,
59.58240363,60.40671202,chanyin,57,
60.40671202,61.26585034,boxian,45,
61.26585034,62.53133787,chanyin,57,
62.53133787,65.63120181,boxian,57,
62.53133787,65.63120181,boxian,45,
