onset_time,offset_time,IPT,note,
1.032770833,1.160416667,huazhi,86,
1.160416667,1.264854167,huazhi,83,
1.264854167,1.369291667,huazhi,81,
1.369291667,1.485333333,huazhi,79,
1.485333333,1.589770833,huazhi,76,
1.589770833,1.671,huazhi,74,
1.671,1.740625,huazhi,71,
1.740625,1.818333333,huazhi,69,
1.818333333,2.622541667,boxian,57,
2.622541667,3.434833333,chanyin,69,
3.434833333,4.305145833,boxian,69,
4.305145833,5.129041667,chanyin,72,
5.129041667,5.511979167,boxian,62,
5.511979167,5.894916667,boxian,74,
5.894916667,6.3010625,boxian,74,
6.3010625,6.695604167,chanyin,74,
6.695604167,7.113354167,boxian,62,
7.113354167,7.507895833,boxian,74,
7.507895833,7.914041667,boxian,74,
7.914041667,8.355,boxian,76,
8.355,8.784354167,chanyin,72,
8.784354167,8.8771875,huazhi,83,
8.8771875,8.981625,huazhi,81,
8.981625,9.074458333,huazhi,79,
9.074458333,9.1556875,huazhi,76,
9.1556875,9.585041667,boxian,62,
9.585041667,9.979583333,chanyin,74,
9.979583333,10.374125,boxian,69,
10.374125,10.80347917,shanghua,76,
10.80347917,11.209625,boxian,74,
11.209625,11.68539583,boxian,69,
11.68539583,13.30997917,chanyin,72,
11.68539583,13.30997917,shanghua,72,
13.30997917,14.8649375,chanyin,72,
14.8649375,15.68883333,boxian,57,
15.68883333,16.51272917,chanyin,69,
16.51272917,17.31341667,chanyin,69,
17.31341667,18.1373125,chanyin,67,
18.1373125,18.938,boxian,62,
18.938,19.75029167,boxian,67,
19.75029167,20.59739583,boxian,62,
20.59739583,21.57214583,chanyin,66,
21.57214583,22.82539583,boxian,67,
21.57214583,22.82539583,boxian,55,
22.82539583,23.2199375,xiahua,71,
23.2199375,23.602875,boxian,69,
23.602875,24.03222917,boxian,67,
24.03222917,24.41516667,chanyin,66,
24.41516667,24.87933333,boxian,62,
24.87933333,26.58514583,boxian,55,
26.58514583,27.59470833,chanyin,67,
27.59470833,27.69914583,huazhi,81,
27.69914583,27.80358333,huazhi,79,
27.80358333,27.89641667,huazhi,76,
27.89641667,27.96604167,huazhi,74,
27.96604167,28.0240625,huazhi,71,
28.0240625,28.08208333,huazhi,69,
28.08208333,28.91758333,boxian,57,
28.91758333,29.70666667,chanyin,69,
29.70666667,30.06639583,boxian,67,
30.06639583,30.43772917,boxian,69,
30.43772917,30.79745833,chanyin,72,
30.79745833,31.20360417,boxian,74,
31.20360417,31.98108333,boxian,57,
31.98108333,32.74695833,shanghua,69,
32.74695833,33.58245833,xiahua,69,
33.58245833,34.3599375,chanyin,66,
34.3599375,35.18383333,boxian,64,
35.18383333,36.00772917,chanyin,55,
36.00772917,36.4486875,boxian,62,
36.00772917,36.4486875,boxian,50,
36.4486875,36.57633333,huazhi,74,
36.57633333,36.66916667,huazhi,71,
36.66916667,36.77833333,huazhi,69,
36.77833333,37.16814583,huazhi,67,
36.77833333,37.16814583,boxian,62,
37.16814583,37.5626875,dianyin,64,
37.5626875,38.42139583,boxian,55,
38.42139583,40.104,chanyin,67,
40.104,40.89308333,chanyin,66,
40.89308333,41.68216667,boxian,64,
41.68216667,42.45964583,shanghua,76,
42.45964583,42.8541875,boxian,76,
42.8541875,43.24872917,chanyin,79,
43.24872917,43.654875,boxian,74,
43.654875,44.14225,boxian,76,
44.14225,45.26785417,chanyin,72,
45.26785417,45.62758333,shanghua,74,
45.62758333,46.45147917,boxian,69,
46.45147917,47.25216667,chanyin,72,
47.25216667,48.01804167,boxian,74,
47.25216667,48.01804167,boxian,62,
48.01804167,48.40097917,chanyin,72,
48.40097917,48.81872917,boxian,76,
48.81872917,50.35047917,boxian,74,
50.35047917,51.85902083,boxian,74,
50.35047917,51.85902083,boxian,62,
51.85902083,52.24195833,boxian,76,
52.24195833,52.62489583,boxian,79,
52.62489583,52.99622917,boxian,76,
52.99622917,53.37916667,boxian,74,
53.37916667,54.11022917,chanyin,72,
54.11022917,54.88770833,boxian,74,
54.88770833,55.64197917,boxian,76,
55.64197917,56.44266667,dianyin,79,
56.44266667,57.18533333,boxian,74,
56.44266667,57.18533333,boxian,62,
57.18533333,57.56827083,chanyin,72,
57.56827083,57.97441667,boxian,76,
57.97441667,59.55258333,boxian,74,
59.55258333,61.73416667,boxian,74,
59.55258333,61.73416667,boxian,62,
61.73416667,61.83860417,huazhi,83,
61.83860417,61.94304167,huazhi,81,
61.94304167,62.05908333,huazhi,79,
62.05908333,62.15191667,huazhi,76,
62.15191667,62.22154167,huazhi,74,
62.22154167,62.29116667,huazhi,71,
62.29116667,62.37239583,huazhi,69,
62.37239583,62.4188125,huazhi,67,
62.4188125,63.23110417,boxian,55,
63.23110417,63.985375,boxian,67,
63.985375,64.820875,boxian,67,
64.820875,65.59835417,chanyin,66,
65.59835417,66.43385417,boxian,52,
66.43385417,67.19972917,shanghua,64,
67.19972917,68.03522917,xiahua,64,
68.03522917,68.88233333,boxian,62,
68.88233333,70.0079375,chanyin,60,
70.0079375,70.4256875,boxian,62,
70.4256875,71.27279167,boxian,57,
71.27279167,72.08508333,chanyin,60,
72.08508333,72.92058333,boxian,62,
72.08508333,72.92058333,boxian,50,
72.92058333,73.29191667,chanyin,60,
73.29191667,73.70966667,boxian,64,
73.70966667,75.32264583,boxian,62,
75.32264583,78.1540625,boxian,62,
75.32264583,78.1540625,boxian,50,
